TimePeriod,GeoType,GeoID,GeoRank,Geography,10th percentile ppb,90th percentile ppb,Mean ppb
Summer 2018,UHF34,201,3,Greenpoint,7.4,11.8,9.2
Summer 2018,UHF34,202,3,Downtown - Heights - Slope,7.1,11.2,8.9
Summer 2018,UHF34,203,3,Bedford Stuyvesant - Crown Heights,7.0,8.9,7.9
Summer 2018,UHF34,204,3,East New York,6.2,7.5,6.8
Summer 2018,UHF34,205,3,Sunset Park,5.8,9.4,7.3
Summer 2018,UHF34,206,3,Borough Park,6.0,7.2,6.6
Summer 2018,UHF34,207,3,East Flatbush - Flatbush,6.2,8.6,7.3
Summer 2018,UHF34,208,3,Canarsie - Flatlands,5.4,6.8,6.1
Summer 2018,UHF34,209,3,Bensonhurst - Bay Ridge,5.1,6.6,5.8
Summer 2018,UHF34,210,3,Coney Island - Sheepshead Bay,5.0,6.2,5.6
Summer 2018,UHF34,211,3,Williamsburg - Bushwick,7.4,8.9,8.2
Summer 2018,UHF34,301,3,Washington Heights,6.2,12.4,9.0
Summer 2018,UHF34,302,3,Central Harlem - Morningside Heights,7.6,9.4,8.5
Summer 2018,UHF34,303,3,East Harlem,7.6,10.5,9.0
Summer 2018,UHF34,304,3,Upper West Side,8.6,16.6,12.0
Summer 2018,UHF34,401,3,Long Island City - Astoria,6.6,8.9,7.8
Summer 2018,UHF34,402,3,West Queens,6.4,8.3,7.3
Summer 2018,UHF34,403,3,Flushing - Clearview,5.7,7.6,6.4
Summer 2018,UHF34,405,3,Ridgewood - Forest Hills,6.2,8.1,7.0
Summer 2018,UHF34,407,3,Southwest Queens,5.9,7.1,6.4
Summer 2018,UHF34,408,3,Jamaica,5.8,7.1,6.3
Summer 2018,UHF34,409,3,Southeast Queens,5.6,6.5,6.0
Summer 2018,UHF34,410,3,Rockaways,4.7,5.6,5.3
Summer 2018,UHF34,305307,3,Upper East Side-Gramercy,9.8,18.3,13.8
Summer 2018,UHF34,306308,3,Chelsea-Village  ,10.2,20.9,15.5
Summer 2018,UHF34,309310,3,Union Square-Lower Manhattan,8.0,17.9,12.3
Summer 2018,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,5.8,7.0,6.4
Summer 2018,UHF34,501502,3,Northern SI,3.8,5.3,4.5
Summer 2018,UHF34,503504,3,Southern SI,2.5,4.0,3.3
Summer 2018,UHF34,105106107,3,South Bronx,6.2,8.7,7.5
Summer 2018,Borough,1,1,Bronx,5.7,8.4,7.0
Summer 2018,Borough,2,1,Brooklyn,5.5,8.9,7.0
Summer 2018,Borough,3,1,Manhattan,7.5,17.8,12.0
Summer 2018,Borough,4,1,Queens,5.6,7.8,6.5
Summer 2018,Borough,5,1,Staten Island,2.7,4.8,3.6
Summer 2018,Citywide,1,0,New York City,3.4,8.7,6.5
Winter 2017-18,CD,101,6,Financial District (CD1),25.8,38.4,31.0
Winter 2017-18,CD,102,6,Greenwich Village and Soho (CD2),26.9,47.1,38.3
Winter 2017-18,CD,103,6,Lower East Side and Chinatown (CD3),21.3,40.9,29.9
Winter 2017-18,CD,104,6,Clinton and Chelsea (CD4),21.0,40.3,30.9
Winter 2017-18,CD,105,6,Midtown (CD5),25.1,39.4,33.2
Winter 2017-18,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),20.5,35.7,29.1
Winter 2017-18,CD,107,6,Upper West Side (CD7),20.6,34.0,26.7
Winter 2017-18,CD,108,6,Upper East Side (CD8),18.5,39.4,30.5
Winter 2017-18,CD,109,6,Morningside Heights and Hamilton Heights (CD9),18.4,23.5,20.9
Winter 2017-18,CD,110,6,Central Harlem (CD10),19.5,22.9,21.2
Winter 2017-18,CD,111,6,East Harlem (CD11),18.5,25.0,21.5
Winter 2017-18,CD,112,6,Washington Heights and Inwood (CD12),17.1,27.0,21.7
Winter 2017-18,CD,201,6,Mott Haven and Melrose (CD1),17.4,21.2,19.2
Winter 2017-18,CD,202,6,Hunts Point and Longwood (CD2),15.3,21.9,18.4
Winter 2017-18,CD,203,6,Morrisania and Crotona (CD3),17.1,20.5,18.8
Winter 2017-18,CD,204,6,Highbridge and Concourse (CD4),18.2,22.2,20.5
Winter 2017-18,CD,205,6,Fordham and University Heights (CD5),18.6,23.0,21.3
Winter 2017-18,CD,206,6,Belmont and East Tremont (CD6),18.0,22.7,20.2
Winter 2017-18,CD,207,6,Kingsbridge Heights and Bedford (CD7),18.9,23.4,21.0
Winter 2017-18,CD,208,6,Riverdale and Fieldston (CD8),15.8,21.0,17.7
Winter 2017-18,CD,209,6,Parkchester and Soundview (CD9),14.9,23.6,19.3
Winter 2017-18,CD,210,6,Throgs Neck and Co-op City (CD10),14.9,20.1,17.3
Winter 2017-18,CD,211,6,Morris Park and Bronxdale (CD11),15.8,20.0,17.7
Winter 2017-18,CD,212,6,Williamsbridge and Baychester (CD12),16.1,19.3,17.6
Winter 2017-18,CD,301,6,Greenpoint and Williamsburg (CD1),20.1,29.3,23.9
Winter 2017-18,CD,302,6,Fort Greene and Brooklyn Heights (CD2),22.8,32.0,26.7
Winter 2017-18,CD,303,6,Bedford Stuyvesant (CD3),21.6,26.1,23.4
Winter 2017-18,CD,304,6,Bushwick (CD4),20.4,24.1,22.4
Winter 2017-18,CD,305,6,East New York and Starrett City (CD5),17.3,21.3,19.4
Winter 2017-18,CD,306,6,Park Slope and Carroll Gardens (CD6),20.1,26.2,23.2
Winter 2017-18,CD,307,6,Sunset Park (CD7),18.0,26.0,21.5
Winter 2017-18,CD,308,6,Crown Heights and Prospect Heights (CD8),22.7,26.4,24.3
Winter 2017-18,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),22.4,25.4,23.7
Winter 2017-18,CD,310,6,Bay Ridge and Dyker Heights (CD10),15.2,20.4,17.5
Winter 2017-18,CD,311,6,Bensonhurst (CD11),15.0,17.6,16.4
Winter 2017-18,CD,312,6,Borough Park (CD12),16.8,21.2,18.9
Winter 2017-18,CD,313,6,Coney Island (CD13),12.7,15.3,13.9
Winter 2017-18,CD,314,6,Flatbush and Midwood (CD14),17.0,23.5,19.8
Winter 2017-18,CD,315,6,Sheepshead Bay (CD15),12.5,16.7,14.6
Winter 2017-18,CD,316,6,Brownsville (CD16),20.0,22.8,21.4
Winter 2017-18,CD,317,6,East Flatbush (CD17),18.0,23.7,20.8
Winter 2017-18,CD,318,6,Flatlands and Canarsie (CD18),13.5,18.8,16.2
Winter 2017-18,CD,401,6,Long Island City and Astoria (CD1),15.1,20.2,17.8
Winter 2017-18,CD,402,6,Woodside and Sunnyside (CD2),18.4,22.2,20.3
Winter 2017-18,CD,403,6,Jackson Heights (CD3),16.2,21.0,18.5
Winter 2017-18,CD,404,6,Elmhurst and Corona (CD4),18.3,22.5,20.0
Winter 2017-18,CD,405,6,Ridgewood and Maspeth (CD5),17.9,22.3,19.8
Winter 2017-18,CD,406,6,Rego Park and Forest Hills (CD6),18.1,22.5,20.2
Winter 2017-18,CD,407,6,Flushing and Whitestone (CD7),15.4,20.4,17.1
Winter 2017-18,CD,408,6,Hillcrest and Fresh Meadows (CD8),15.9,19.4,17.5
Winter 2017-18,CD,409,6,Kew Gardens and Woodhaven (CD9),17.6,20.1,18.8
Winter 2017-18,CD,410,6,South Ozone Park and Howard Beach (CD10),15.6,18.6,16.9
Winter 2017-18,CD,411,6,Bayside and Little Neck (CD11),14.6,17.0,15.8
Winter 2017-18,CD,412,6,Jamaica and Hollis (CD12),14.8,18.4,16.2
Winter 2017-18,CD,413,6,Queens Village (CD13),12.7,15.8,14.3
Winter 2017-18,CD,414,6,Rockaway and Broad Channel (CD14),10.3,11.6,10.9
Winter 2017-18,CD,501,6,St. George and Stapleton (CD1),13.1,16.8,14.9
Winter 2017-18,CD,502,6,South Beach and Willowbrook (CD2),11.0,14.3,12.6
Winter 2017-18,CD,503,6,Tottenville and Great Kills (CD3),9.2,11.4,10.3
Winter 2017-18,UHF42,101,4,Kingsbridge - Riverdale,15.8,21.6,17.9
Winter 2017-18,UHF42,102,4,Northeast Bronx,15.9,19.2,17.4
Winter 2017-18,UHF42,103,4,Fordham - Bronx Pk,16.6,22.7,19.6
Winter 2017-18,UHF42,104,4,Pelham - Throgs Neck,15.0,21.8,18.1
Winter 2017-18,UHF42,105,4,Crotona -Tremont,17.6,22.3,20.1
Winter 2017-18,UHF42,106,4,High Bridge - Morrisania,18.2,21.8,20.1
Winter 2017-18,UHF42,107,4,Hunts Point - Mott Haven,15.4,21.4,18.4
Winter 2017-18,UHF42,201,4,Greenpoint,19.7,30.3,24.0
Winter 2017-18,UHF42,202,4,Downtown - Heights - Slope,20.9,29.9,25.0
Winter 2017-18,UHF42,203,4,Bedford Stuyvesant - Crown Heights,20.7,25.1,22.9
Winter 2017-18,UHF42,204,4,East New York,18.1,21.6,19.7
Winter 2017-18,UHF42,205,4,Sunset Park,17.3,25.6,20.9
Winter 2017-18,UHF42,206,4,Borough Park,16.9,21.0,18.7
Winter 2017-18,UHF42,207,4,East Flatbush - Flatbush,17.5,24.8,21.0
Winter 2017-18,UHF42,208,4,Canarsie - Flatlands,13.5,19.2,16.4
Winter 2017-18,UHF42,209,4,Bensonhurst - Bay Ridge,14.4,18.7,16.4
Winter 2017-18,UHF42,210,4,Coney Island - Sheepshead Bay,12.6,16.5,14.5
Winter 2017-18,UHF42,211,4,Williamsburg - Bushwick,21.5,25.3,23.1
Winter 2017-18,UHF42,301,4,Washington Heights,17.5,26.4,21.7
Winter 2017-18,UHF42,302,4,Central Harlem - Morningside Heights,19.0,22.7,20.9
Winter 2017-18,UHF42,303,4,East Harlem,18.4,25.4,21.6
Winter 2017-18,UHF42,304,4,Upper West Side,20.4,33.8,26.5
Winter 2017-18,UHF42,305,4,Upper East Side,18.4,39.4,30.5
Winter 2017-18,UHF42,306,4,Chelsea - Clinton,22.7,40.7,32.5
Winter 2017-18,UHF42,307,4,Gramercy Park - Murray Hill,24.0,38.2,30.6
Winter 2017-18,UHF42,308,4,Greenwich Village - SoHo,26.9,48.7,37.5
Winter 2017-18,UHF42,309,4,Union Square - Lower East Side,20.9,41.2,30.2
Winter 2017-18,UHF42,310,4,Lower Manhattan,25.6,32.7,29.1
Winter 2017-18,UHF42,401,4,Long Island City - Astoria,16.7,21.4,19.1
Winter 2017-18,UHF42,402,4,West Queens,17.1,21.8,19.5
Winter 2017-18,UHF42,403,4,Flushing - Clearview,15.3,20.0,17.0
Winter 2017-18,UHF42,404,4,Bayside - Little Neck,14.6,17.2,15.8
Winter 2017-18,UHF42,405,4,Ridgewood - Forest Hills,18.0,22.5,19.9
Winter 2017-18,UHF42,406,4,Fresh Meadows,15.8,19.1,17.4
Winter 2017-18,UHF42,407,4,Southwest Queens,15.9,19.6,17.7
Winter 2017-18,UHF42,408,4,Jamaica,14.9,18.7,16.5
Winter 2017-18,UHF42,409,4,Southeast Queens,12.7,15.9,14.4
Winter 2017-18,UHF42,410,4,Rockaways,10.3,11.7,10.9
Winter 2017-18,UHF42,501,4,Port Richmond,12.9,15.6,14.3
Winter 2017-18,UHF42,502,4,Stapleton - St. George,12.6,16.9,14.6
Winter 2017-18,UHF42,503,4,Willowbrook,11.0,15.3,12.7
Winter 2017-18,UHF42,504,4,South Beach - Tottenville,9.3,11.8,10.5
Winter 2017-18,UHF34,101,3,Kingsbridge - Riverdale,15.8,21.6,17.9
Winter 2017-18,UHF34,102,3,Northeast Bronx,15.9,19.2,17.4
Winter 2017-18,UHF34,103,3,Fordham - Bronx Pk,16.6,22.7,19.6
Winter 2017-18,UHF34,104,3,Pelham - Throgs Neck,15.0,21.8,18.1
Winter 2017-18,UHF34,201,3,Greenpoint,19.7,30.3,24.0
Winter 2017-18,UHF34,202,3,Downtown - Heights - Slope,20.9,29.9,25.0
Winter 2017-18,UHF34,203,3,Bedford Stuyvesant - Crown Heights,20.7,25.1,22.9
Winter 2017-18,UHF34,204,3,East New York,18.1,21.6,19.7
Winter 2017-18,UHF34,205,3,Sunset Park,17.3,25.6,20.9
Winter 2017-18,UHF34,206,3,Borough Park,16.9,21.0,18.7
Winter 2017-18,UHF34,207,3,East Flatbush - Flatbush,17.5,24.8,21.0
Winter 2017-18,UHF34,208,3,Canarsie - Flatlands,13.5,19.2,16.4
Winter 2017-18,UHF34,209,3,Bensonhurst - Bay Ridge,14.4,18.7,16.4
Winter 2017-18,UHF34,210,3,Coney Island - Sheepshead Bay,12.6,16.5,14.5
Winter 2017-18,UHF34,211,3,Williamsburg - Bushwick,21.5,25.3,23.1
Winter 2017-18,UHF34,301,3,Washington Heights,17.5,26.4,21.7
Winter 2017-18,UHF34,302,3,Central Harlem - Morningside Heights,19.0,22.7,20.9
Winter 2017-18,UHF34,303,3,East Harlem,18.4,25.4,21.6
Winter 2017-18,UHF34,304,3,Upper West Side,20.4,33.8,26.5
Winter 2017-18,UHF34,401,3,Long Island City - Astoria,16.7,21.4,19.1
Winter 2017-18,UHF34,402,3,West Queens,17.1,21.8,19.5
Winter 2017-18,UHF34,403,3,Flushing - Clearview,15.3,20.0,17.0
Winter 2017-18,UHF34,405,3,Ridgewood - Forest Hills,18.0,22.5,19.9
Winter 2017-18,UHF34,407,3,Southwest Queens,15.9,19.6,17.7
Winter 2017-18,UHF34,408,3,Jamaica,14.9,18.7,16.5
Winter 2017-18,UHF34,409,3,Southeast Queens,12.7,15.9,14.4
Winter 2017-18,UHF34,410,3,Rockaways,10.3,11.7,10.9
Winter 2017-18,UHF34,305307,3,Upper East Side-Gramercy,22.6,38.7,30.5
Winter 2017-18,UHF34,306308,3,Chelsea-Village  ,24.0,43.9,34.2
Winter 2017-18,UHF34,309310,3,Union Square-Lower Manhattan,21.4,40.0,29.9
Winter 2017-18,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,14.8,18.6,16.4
Winter 2017-18,UHF34,501502,3,Northern SI,12.6,16.6,14.5
Winter 2017-18,UHF34,503504,3,Southern SI,9.4,13.3,11.3
Winter 2017-18,UHF34,105106107,3,South Bronx,16.5,22.0,19.4
Winter 2017-18,Borough,1,1,Bronx,15.6,21.8,18.6
Winter 2017-18,Borough,2,1,Brooklyn,14.4,24.9,19.6
Winter 2017-18,Borough,3,1,Manhattan,19.3,38.6,27.5
Winter 2017-18,Borough,4,1,Queens,13.3,20.5,16.8
Winter 2017-18,Borough,5,1,Staten Island,9.6,15.4,12.3
Winter 2017-18,Citywide,1,0,New York City,11.3,23.2,17.6
Annual Average 2017,CD,101,6,Financial District (CD1),18.2,29.6,22.9
Annual Average 2017,CD,102,6,Greenwich Village and Soho (CD2),20.4,37.3,29.4
Annual Average 2017,CD,103,6,Lower East Side and Chinatown (CD3),15.4,33.5,23.8
Annual Average 2017,CD,104,6,Clinton and Chelsea (CD4),15.5,32.2,23.9
Annual Average 2017,CD,105,6,Midtown (CD5),20.4,31.0,26.3
Annual Average 2017,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),16.1,29.2,23.8
Annual Average 2017,CD,107,6,Upper West Side (CD7),15.1,26.1,19.9
Annual Average 2017,CD,108,6,Upper East Side (CD8),15.9,32.1,23.9
Annual Average 2017,CD,109,6,Morningside Heights and Hamilton Heights (CD9),13.3,17.0,15.1
Annual Average 2017,CD,110,6,Central Harlem (CD10),14.0,16.5,15.4
Annual Average 2017,CD,111,6,East Harlem (CD11),14.1,18.8,16.2
Annual Average 2017,CD,112,6,Washington Heights and Inwood (CD12),11.5,18.7,14.7
Annual Average 2017,CD,201,6,Mott Haven and Melrose (CD1),12.7,16.2,14.3
Annual Average 2017,CD,202,6,Hunts Point and Longwood (CD2),11.1,16.9,13.6
Annual Average 2017,CD,203,6,Morrisania and Crotona (CD3),12.2,14.8,13.6
Annual Average 2017,CD,204,6,Highbridge and Concourse (CD4),13.0,16.7,14.8
Annual Average 2017,CD,205,6,Fordham and University Heights (CD5),13.6,17.2,15.4
Annual Average 2017,CD,206,6,Belmont and East Tremont (CD6),12.9,16.4,14.6
Annual Average 2017,CD,207,6,Kingsbridge Heights and Bedford (CD7),12.9,15.9,14.3
Annual Average 2017,CD,208,6,Riverdale and Fieldston (CD8),10.5,15.0,12.0
Annual Average 2017,CD,209,6,Parkchester and Soundview (CD9),10.8,18.2,14.3
Annual Average 2017,CD,210,6,Throgs Neck and Co-op City (CD10),10.9,18.1,13.7
Annual Average 2017,CD,211,6,Morris Park and Bronxdale (CD11),11.3,13.9,12.6
Annual Average 2017,CD,212,6,Williamsbridge and Baychester (CD12),11.2,14.5,12.6
Annual Average 2017,CD,301,6,Greenpoint and Williamsburg (CD1),14.4,21.8,17.3
Annual Average 2017,CD,302,6,Fort Greene and Brooklyn Heights (CD2),16.0,25.2,20.0
Annual Average 2017,CD,303,6,Bedford Stuyvesant (CD3),15.0,18.4,16.4
Annual Average 2017,CD,304,6,Bushwick (CD4),14.2,17.1,15.8
Annual Average 2017,CD,305,6,East New York and Starrett City (CD5),12.6,17.2,14.6
Annual Average 2017,CD,306,6,Park Slope and Carroll Gardens (CD6),13.9,20.4,17.0
Annual Average 2017,CD,307,6,Sunset Park (CD7),12.7,19.7,15.8
Annual Average 2017,CD,308,6,Crown Heights and Prospect Heights (CD8),15.7,18.9,17.1
Annual Average 2017,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),15.5,17.9,16.6
Annual Average 2017,CD,310,6,Bay Ridge and Dyker Heights (CD10),11.3,16.4,13.3
Annual Average 2017,CD,311,6,Bensonhurst (CD11),11.7,13.5,12.5
Annual Average 2017,CD,312,6,Borough Park (CD12),12.6,15.1,13.8
Annual Average 2017,CD,313,6,Coney Island (CD13),10.2,12.6,11.2
Annual Average 2017,CD,314,6,Flatbush and Midwood (CD14),13.0,17.2,14.7
Annual Average 2017,CD,315,6,Sheepshead Bay (CD15),10.6,13.4,12.0
Annual Average 2017,CD,316,6,Brownsville (CD16),14.0,16.5,15.3
Annual Average 2017,CD,317,6,East Flatbush (CD17),13.1,17.7,15.3
Annual Average 2017,CD,318,6,Flatlands and Canarsie (CD18),11.2,14.3,12.7
Annual Average 2017,CD,401,6,Long Island City and Astoria (CD1),11.0,15.3,13.2
Annual Average 2017,CD,402,6,Woodside and Sunnyside (CD2),13.6,17.0,15.3
Annual Average 2017,CD,403,6,Jackson Heights (CD3),11.8,15.2,13.4
Annual Average 2017,CD,404,6,Elmhurst and Corona (CD4),12.9,16.7,14.7
Annual Average 2017,CD,405,6,Ridgewood and Maspeth (CD5),12.7,16.3,14.3
Annual Average 2017,CD,406,6,Rego Park and Forest Hills (CD6),12.7,16.9,14.7
Annual Average 2017,CD,407,6,Flushing and Whitestone (CD7),10.9,14.9,12.4
Annual Average 2017,CD,408,6,Hillcrest and Fresh Meadows (CD8),11.2,14.2,12.6
Annual Average 2017,CD,409,6,Kew Gardens and Woodhaven (CD9),12.6,15.0,13.6
Annual Average 2017,CD,410,6,South Ozone Park and Howard Beach (CD10),11.6,14.2,12.6
Annual Average 2017,CD,411,6,Bayside and Little Neck (CD11),10.5,13.5,11.8
Annual Average 2017,CD,412,6,Jamaica and Hollis (CD12),10.8,13.6,11.9
Annual Average 2017,CD,413,6,Queens Village (CD13),10.0,11.6,10.8
Annual Average 2017,CD,414,6,Rockaway and Broad Channel (CD14),9.5,10.7,10.1
Annual Average 2017,CD,501,6,St. George and Stapleton (CD1),8.6,11.8,10.2
Annual Average 2017,CD,502,6,South Beach and Willowbrook (CD2),7.3,10.0,8.6
Annual Average 2017,CD,503,6,Tottenville and Great Kills (CD3),5.6,7.7,6.6
Annual Average 2017,UHF42,101,4,Kingsbridge - Riverdale,10.5,15.4,12.1
Annual Average 2017,UHF42,102,4,Northeast Bronx,11.3,15.8,12.9
Annual Average 2017,UHF42,103,4,Fordham - Bronx Pk,11.4,15.6,13.5
Annual Average 2017,UHF42,104,4,Pelham - Throgs Neck,11.0,17.3,13.7
Annual Average 2017,UHF42,105,4,Crotona -Tremont,12.7,17.0,14.8
Annual Average 2017,UHF42,106,4,High Bridge - Morrisania,12.9,16.2,14.5
Annual Average 2017,UHF42,107,4,Hunts Point - Mott Haven,11.1,16.3,13.6
Annual Average 2017,UHF42,201,4,Greenpoint,14.2,22.7,17.6
Annual Average 2017,UHF42,202,4,Downtown - Heights - Slope,14.5,22.9,18.5
Annual Average 2017,UHF42,203,4,Bedford Stuyvesant - Crown Heights,14.6,17.9,16.2
Annual Average 2017,UHF42,204,4,East New York,12.8,17.2,14.8
Annual Average 2017,UHF42,205,4,Sunset Park,12.3,19.5,15.4
Annual Average 2017,UHF42,206,4,Borough Park,12.7,15.2,13.8
Annual Average 2017,UHF42,207,4,East Flatbush - Flatbush,13.0,17.7,15.3
Annual Average 2017,UHF42,208,4,Canarsie - Flatlands,11.2,14.5,12.7
Annual Average 2017,UHF42,209,4,Bensonhurst - Bay Ridge,11.0,14.7,12.6
Annual Average 2017,UHF42,210,4,Coney Island - Sheepshead Bay,10.5,13.2,11.8
Annual Average 2017,UHF42,211,4,Williamsburg - Bushwick,15.0,17.4,16.2
Annual Average 2017,UHF42,301,4,Washington Heights,11.7,18.0,14.9
Annual Average 2017,UHF42,302,4,Central Harlem - Morningside Heights,13.7,16.3,15.1
Annual Average 2017,UHF42,303,4,East Harlem,14.0,18.9,16.4
Annual Average 2017,UHF42,304,4,Upper West Side,15.0,25.9,19.7
Annual Average 2017,UHF42,305,4,Upper East Side,15.8,32.1,23.9
Annual Average 2017,UHF42,306,4,Chelsea - Clinton,16.9,32.1,25.2
Annual Average 2017,UHF42,307,4,Gramercy Park - Murray Hill,19.9,30.3,25.1
Annual Average 2017,UHF42,308,4,Greenwich Village - SoHo,20.2,40.5,29.3
Annual Average 2017,UHF42,309,4,Union Square - Lower East Side,15.2,32.3,23.7
Annual Average 2017,UHF42,310,4,Lower Manhattan,18.1,24.7,21.2
Annual Average 2017,UHF42,401,4,Long Island City - Astoria,12.3,16.4,14.4
Annual Average 2017,UHF42,402,4,West Queens,12.5,16.4,14.4
Annual Average 2017,UHF42,403,4,Flushing - Clearview,10.9,14.6,12.3
Annual Average 2017,UHF42,404,4,Bayside - Little Neck,10.5,13.9,11.9
Annual Average 2017,UHF42,405,4,Ridgewood - Forest Hills,12.7,16.4,14.3
Annual Average 2017,UHF42,406,4,Fresh Meadows,11.1,14.1,12.6
Annual Average 2017,UHF42,407,4,Southwest Queens,11.7,14.6,13.0
Annual Average 2017,UHF42,408,4,Jamaica,10.9,13.7,12.0
Annual Average 2017,UHF42,409,4,Southeast Queens,10.1,11.6,10.8
Annual Average 2017,UHF42,410,4,Rockaways,9.6,10.7,10.1
Annual Average 2017,UHF42,501,4,Port Richmond,8.3,10.4,9.5
Annual Average 2017,UHF42,502,4,Stapleton - St. George,8.9,12.1,10.4
Annual Average 2017,UHF42,503,4,Willowbrook,7.2,10.5,8.5
Annual Average 2017,UHF42,504,4,South Beach - Tottenville,5.7,8.2,6.8
Annual Average 2017,UHF34,101,3,Kingsbridge - Riverdale,10.5,15.4,12.1
Annual Average 2017,UHF34,102,3,Northeast Bronx,11.3,15.8,12.9
Annual Average 2017,UHF34,103,3,Fordham - Bronx Pk,11.4,15.6,13.5
Annual Average 2017,UHF34,104,3,Pelham - Throgs Neck,11.0,17.3,13.7
Annual Average 2017,UHF34,201,3,Greenpoint,14.2,22.7,17.6
Annual Average 2017,UHF34,202,3,Downtown - Heights - Slope,14.5,22.9,18.5
Annual Average 2017,UHF34,203,3,Bedford Stuyvesant - Crown Heights,14.6,17.9,16.2
Annual Average 2017,UHF34,204,3,East New York,12.8,17.2,14.8
Annual Average 2017,UHF34,205,3,Sunset Park,12.3,19.5,15.4
Annual Average 2017,UHF34,206,3,Borough Park,12.7,15.2,13.8
Annual Average 2017,UHF34,207,3,East Flatbush - Flatbush,13.0,17.7,15.3
Annual Average 2017,UHF34,208,3,Canarsie - Flatlands,11.2,14.5,12.7
Annual Average 2017,UHF34,209,3,Bensonhurst - Bay Ridge,11.0,14.7,12.6
Annual Average 2017,UHF34,210,3,Coney Island - Sheepshead Bay,10.5,13.2,11.8
Annual Average 2017,UHF34,211,3,Williamsburg - Bushwick,15.0,17.4,16.2
Annual Average 2017,UHF34,301,3,Washington Heights,11.7,18.0,14.9
Annual Average 2017,UHF34,302,3,Central Harlem - Morningside Heights,13.7,16.3,15.1
Annual Average 2017,UHF34,303,3,East Harlem,14.0,18.9,16.4
Annual Average 2017,UHF34,304,3,Upper West Side,15.0,25.9,19.7
Annual Average 2017,UHF34,401,3,Long Island City - Astoria,12.3,16.4,14.4
Annual Average 2017,UHF34,402,3,West Queens,12.5,16.4,14.4
Annual Average 2017,UHF34,403,3,Flushing - Clearview,10.9,14.6,12.3
Annual Average 2017,UHF34,405,3,Ridgewood - Forest Hills,12.7,16.4,14.3
Annual Average 2017,UHF34,407,3,Southwest Queens,11.7,14.6,13.0
Annual Average 2017,UHF34,408,3,Jamaica,10.9,13.7,12.0
Annual Average 2017,UHF34,409,3,Southeast Queens,10.1,11.6,10.8
Annual Average 2017,UHF34,410,3,Rockaways,9.6,10.7,10.1
Annual Average 2017,UHF34,305307,3,Upper East Side-Gramercy,17.6,31.0,24.4
Annual Average 2017,UHF34,306308,3,Chelsea-Village  ,18.1,34.8,26.6
Annual Average 2017,UHF34,309310,3,Union Square-Lower Manhattan,15.6,31.2,22.9
Annual Average 2017,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,10.6,14.0,12.2
Annual Average 2017,UHF34,501502,3,Northern SI,8.6,11.7,10.1
Annual Average 2017,UHF34,503504,3,Southern SI,5.9,9.0,7.5
Annual Average 2017,UHF34,105106107,3,South Bronx,11.9,16.6,14.2
Annual Average 2017,Borough,1,1,Bronx,11.1,16.4,13.6
Annual Average 2017,Borough,2,1,Brooklyn,11.5,18.0,14.6
Annual Average 2017,Borough,3,1,Manhattan,13.8,30.2,20.9
Annual Average 2017,Borough,4,1,Queens,10.4,15.2,12.5
Annual Average 2017,Borough,5,1,Staten Island,6.1,10.7,8.2
Annual Average 2017,Citywide,1,0,New York City,7.9,17.1,12.9
Summer 2017,CD,101,6,Financial District (CD1),9.8,18.8,13.3
Summer 2017,CD,102,6,Greenwich Village and Soho (CD2),12.2,26.1,19.3
Summer 2017,CD,103,6,Lower East Side and Chinatown (CD3),8.1,23.0,15.0
Summer 2017,CD,104,6,Clinton and Chelsea (CD4),8.7,21.4,15.0
Summer 2017,CD,105,6,Midtown (CD5),12.4,20.6,16.9
Summer 2017,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),9.0,18.9,14.8
Summer 2017,CD,107,6,Upper West Side (CD7),8.8,17.5,12.5
Summer 2017,CD,108,6,Upper East Side (CD8),9.4,22.7,15.6
Summer 2017,CD,109,6,Morningside Heights and Hamilton Heights (CD9),7.6,10.3,8.9
Summer 2017,CD,110,6,Central Harlem (CD10),8.0,9.9,9.0
Summer 2017,CD,111,6,East Harlem (CD11),8.0,11.2,9.5
Summer 2017,CD,112,6,Washington Heights and Inwood (CD12),6.2,11.7,8.6
Summer 2017,CD,201,6,Mott Haven and Melrose (CD1),6.9,9.3,8.0
Summer 2017,CD,202,6,Hunts Point and Longwood (CD2),5.8,9.8,7.5
Summer 2017,CD,203,6,Morrisania and Crotona (CD3),6.6,8.4,7.5
Summer 2017,CD,204,6,Highbridge and Concourse (CD4),7.2,10.0,8.5
Summer 2017,CD,205,6,Fordham and University Heights (CD5),7.7,10.4,9.0
Summer 2017,CD,206,6,Belmont and East Tremont (CD6),7.1,9.7,8.3
Summer 2017,CD,207,6,Kingsbridge Heights and Bedford (CD7),7.1,9.2,8.0
Summer 2017,CD,208,6,Riverdale and Fieldston (CD8),5.5,8.6,6.6
Summer 2017,CD,209,6,Parkchester and Soundview (CD9),5.6,10.7,8.0
Summer 2017,CD,210,6,Throgs Neck and Co-op City (CD10),5.8,11.2,7.8
